1-Methyladenosine_pos-001,1-Methylhistidine_pos-002,1-Methylnicotinamide_pos-003,2-Aminoadipic acid_pos-005,2-Aminooctanoic acid_pos-006,3-Indoleacrylic acid_pos-012,4-Pyridoxic acid_pos-018,5-Hydroxyindoleacetic acid_pos-021,5-Hydroxylysine_pos-023,7-Methylguanosine_pos-028,Acetylcarnitine_pos-029,Acetylcholine_pos-030,AICAR_pos-034,Alanine-Sarcosine_pos-035,Arginine_pos-038,Argininosuccinic acid_pos-039,Asparagine_pos-040,Betaine_pos-042,cAMP_pos-046,Carnitine_pos-047,Carnitine-C12_pos-048,Carnitine-C14_pos-049,Carnitine-C16_pos-050,Carnitine-C18_pos-051,Carnitine-C3_pos-052,Carnitine-C4_pos-053,Carnitine-C5_pos-054,Carnitine-C6_pos-055,Carnitine-C8_pos-056,cGMP_pos-058,Choline_pos-059,Citrulline_pos-060,CMP_pos-061,Creatine_pos-062,Creatinine_pos-063,Cystine_pos-068,Cytidine_pos-069,Cytosine_pos-070,dAMP_pos-071,Glutamine_pos-079,Glycerophosphorylcholine_pos-080,Glycochenodeoxycholate_pos-082,Glycocholic acid_pos-083,GMP_pos-084,GSH_pos-085,GSSG_pos-086,Guanidineacetic acid_pos-087,Guanine_pos-088,Guanosine_pos-089,Histidine_pos-091,Homocysteine_pos-093,Homoserine_pos-094,Hydroxyproline_pos-095,Hypoxanthine_pos-096,Inosine_pos-099,Isoleucine_pos-100,Kynurenic acid_pos-101,Kynurenine_pos-102,Leucine_pos-103,Lysine_pos-105,Methionine_pos-107,Methionine sulfoxide_pos-108,"N,N-Dimethylglycine_pos-110",N-Acetyl-aspartic acid_pos-111,N-Acetylputrescine_pos-114,NAD_pos-115,Neopterin_pos-117,Nicotinamide_pos-118,nicotinate_pos-119,O-Acetyl-serine_pos-123,Ornithine_pos-124,Pantothenic acid_pos-125,Phenylalanine_pos-127,Phosphocholine _pos-128,Proline_pos-132,Purine_pos-134,Pyridoxine_pos-137,Riboflavin_pos-138,S-Adenosyl-methionine_pos-139,SDMA-ADMA_pos-140,Serotonin_pos-142,S-Methyl-5'-thioadenosine_pos-143,Spermidine_pos-144,Thymine_pos-150,Trimethylamine N-oxide_pos-151,Trimethyllysine_pos-152,Tryptophan_pos-154,Tyrosine_pos-155,Uracil_pos-156,Urea_pos-157,Valine-Norvaline_pos-158,Xanthosine_pos-160,NMN_pos-162,Anthranilate_pos-163,NR_pos-175,Tryptamin_pos-176,3-Hydroxy-kynnrenine_pos-177,"1,2,3-Benzenetricarboxylic acid_neg-001",2-Hydroxyisocaproic acid_neg-003,2-Ketohexanoic acid_neg-005,Glycerate-2P_Glycerate-3P_neg-006,3-Methyl-2-oxovaleric acid_neg-008,3-Phenyllactic acid_neg-009,4-Hydroxy-3-methoxyphenylglycol_neg-011,4-Hydroxyphenylpyruvic acid_neg-013,Acetoacetate_neg-015,ADP-ribose_neg-017,AMP_neg-019,Ascorbic acid_neg-020,Cholic acid_neg-023,Citraconic acid_neg-025,Citrate_neg-026,Dihydroorotic acid_neg-031,Fumaric acid_neg-036,G6P-F6P_neg-037,Glucarate_neg-039,Gluconic acid_neg-040,Glucose-Fructose_neg-042,Glucuronic acid_neg-043,Glutamate_neg-044,Glyceric acid_neg-046,Hydroxyglutaric acid_neg-050,IMP_neg-051,Indole-3-carboxylic acid_neg-052,Isocitrate_neg-054,Lactic acid_neg-055,N-Acetyl-Asp-Glu_neg-060,N-Acetyl-D-glucosamine 6-phosphate_neg-061,N-Acetyl-L-alanine_neg-062,Orotic acid_neg-065,Phosphocreatine_neg-067,Pyridoxal 5'-phosphate_neg-071,Pyroglutamic acid_neg-072,Ribose 5-phosphate_neg-074,S-(5'-Adenosyl)-L-homocysteine_neg-075,sn-Glycerol 3-phosphate _neg-077,Sorbitol_neg-078,Succinate_neg-079,Taurine_neg-080,UMP_neg-087,Uridine_neg-088,Xanthine_neg-089,Xanthurenic acid_neg-090,α-D-Galactose 1-phosphate_neg-092,α-Ketoglutaric acid_neg-093,α-ketoisovaleric acid_neg-094,malate_neg-096,state
0.00092673,0.005349507,0.000543025,0.000214612,4.11972E-05,6.4904E-05,0.000461335,6.33035E-05,2.56837E-05,4.79183E-05,0.050570562,0.002080667,5.39281E-05,0.002663266,0.005323077,4.53266E-05,0.00013979,0.018196739,5.06928E-05,0.048264285,0.000185818,2.89318E-05,0.000281217,6.1811E-05,0.004293365,0.001986557,0.000939499,0.001553691,0.006317924,1.2699E-05,0.016562163,0.010460389,5.12358E-05,0.019820321,0.018543625,0.001223987,2.10691E-05,9.861E-05,1.83475E-05,0.028953547,0.004337226,2.81545E-05,1.75448E-05,0.000858925,2.74742E-05,0.000366476,0.000367502,2.32626E-05,1.78252E-05,0.011024357,0.000576989,0.002492394,0.001369969,0.002448289,2.0451E-05,0.080045446,0.000177074,0.001965294,0.144269298,0.007732926,0.008569868,8.45282E-05,0.00394104,7.51057E-05,0.000251594,1.0705E-05,6.22261E-05,0.000930318,0.000112926,8.24374E-05,0.003753955,8.65111E-05,0.127938115,0.000179144,0.100021848,0.000213513,0.000226436,3.13517E-05,0.000473844,0.001072348,5.88947E-05,9.73519E-05,1.99712E-05,0.000109301,0.00124505,0.000432228,0.085014943,0.032167653,2.9685E-05,0.024701226,0.049275583,8.51459E-06,7.51387E-06,3.48762E-05,0.000119007,9.45309E-05,5.43596E-05,5.75836E-05,0.00014171,0.00176837,0.000383643,0.00011083,0.000151685,1.17502E-05,4.13292E-05,2.07704E-05,2.90234E-05,0.001019805,0.000199757,1.40729E-06,0.001240728,0.006635042,7.24064E-05,0.000107944,9.13823E-05,7.01094E-05,0.000571271,0.000110256,0.000216289,0.001414975,0.000238029,0.000121141,0.000531933,2.58862E-05,0.001639373,0.027507669,0.000100741,0.000116095,0.00025385,0.000259953,5.26402E-05,2.41672E-05,0.000250062,0.000181485,1.29401E-05,0.000237563,2.2075E-05,0.000745958,0.004082275,0.000276347,0.000614251,0.000339506,0.00025606,0.000234631,0.000102068,9.75711E-05,0.000910923,0
0.001000223,0.00497751,0.000297535,0.000227448,4.87058E-05,3.6819E-05,0.000383246,5.2425E-05,2.7279E-05,2.9578E-05,0.031568289,0.001813269,6.3882E-05,0.002140149,0.002836257,3.06687E-05,0.000146644,0.028732614,6.40941E-05,0.036499958,0.000405079,1.38001E-05,0.00026369,5.21487E-05,0.00212454,0.000799605,0.000680687,0.001034152,0.005839735,1.49896E-05,0.015937698,0.006437956,2.44667E-05,0.025844588,0.021123656,0.000464063,5.73019E-05,7.67713E-05,8.6773E-06,0.027524987,0.008710667,1.80064E-06,1.5621E-06,0.000159543,3.56302E-05,0.000630344,0.000392016,2.28337E-05,2.45434E-05,0.007133039,0.000670186,0.002474581,0.000949413,0.000883905,1.19177E-05,0.075930764,0.00014131,0.002629149,0.149895442,0.00744107,0.007313475,0.000107749,0.004037952,9.94436E-05,0.000380022,8.56517E-06,5.89496E-05,0.000701864,3.45659E-05,9.14642E-05,0.002859422,7.99135E-05,0.14525706,0.000233293,0.080360622,0.000248147,0.000221977,3.97778E-05,0.000615319,0.001339298,8.87605E-05,6.44061E-05,2.30134E-05,0.000126434,0.001066704,0.000695993,0.123196261,0.030859905,3.51303E-05,0.025350649,0.04868959,1.09818E-05,9.73897E-07,5.17823E-05,3.65189E-05,0.00012586,0.000103216,4.23755E-05,0.000182452,0.002399098,0.00034266,0.000125046,0.000150143,1.11227E-05,1.85713E-06,9.8159E-05,1.10278E-05,0.000286904,0.000188014,1.23919E-06,0.001223327,0.005550892,4.18271E-05,0.000162479,0.000101464,9.70592E-05,0.000779293,0.000109579,0.000200375,0.000925396,0.000557587,0.000246496,0.000217347,2.19558E-05,0.000715967,0.023471346,0.000191232,0.00017563,0.000231047,0.000224683,4.6194E-05,2.10295E-05,0.000328498,0.000221951,1.10998E-05,0.000276292,1.2551E-05,0.000869447,0.003822003,0.000264737,0.000568747,0.000298971,0.000371449,0.000422607,4.70189E-05,0.000102051,0.000770315,0
0.000809321,0.006017731,0.000930797,0.000296478,5.76831E-05,2.39369E-05,0.00027869,6.36344E-05,2.17763E-05,1.08006E-05,0.056221835,0.001854112,6.00451E-05,0.002217308,0.002095363,2.99909E-05,0.000177393,0.021792895,5.3292E-05,0.037770118,0.000490646,2.08659E-05,0.000104748,5.95712E-05,0.002563476,0.000997411,0.000590812,0.001398152,0.005648701,1.47776E-05,0.013099671,0.006925494,2.65952E-05,0.032599528,0.018480343,0.000809853,0.000233174,4.88519E-05,1.79366E-05,0.027317161,0.004510212,4.4532E-05,5.07988E-05,0.000145782,4.66595E-05,0.00033932,0.000356443,5.70761E-05,2.15676E-05,0.006085307,0.000407426,0.003264776,0.002461308,9.06681E-05,2.73339E-05,0.076934186,0.000179328,0.001889026,0.152295348,0.006844405,0.010116424,0.000147,0.003170518,7.05202E-05,0.000193068,3.22952E-06,3.8877E-05,0.000767541,6.87852E-05,7.75836E-05,0.002941442,7.23068E-05,0.137556236,0.000166533,0.089930169,0.000243246,0.00023127,3.19971E-05,0.000457799,0.001073132,3.99783E-05,7.92494E-05,1.73703E-05,9.5191E-05,0.002115227,0.000726215,0.093699789,0.032098834,2.44622E-05,0.025392224,0.053774439,8.18297E-06,5.12647E-06,3.09863E-05,0.000105427,6.3387E-05,2.37684E-05,4.88006E-05,0.000156046,0.001935147,0.000240834,0.000123269,0.000185578,1.06052E-05,2.81631E-05,5.18076E-05,1.04288E-05,0.000295164,9.50434E-05,7.82095E-05,0.001335109,0.003867493,3.66284E-05,0.000200202,7.03458E-05,6.6606E-05,0.000637376,0.000108349,0.000191569,0.000988872,0.000403835,0.000122477,0.000138073,1.98023E-05,0.000556656,0.024907895,0.000127829,0.00016481,0.000220117,9.93058E-05,4.2836E-05,1.8236E-05,0.000297442,0.000176644,7.63492E-06,0.000213281,1.04649E-05,0.000935503,0.004014619,7.99626E-05,0.000504725,0.000210165,0.000295679,0.000461631,5.49186E-05,0.000136813,0.001076986,0
0.000796388,0.004834451,0.000565184,0.000312037,5.23509E-05,8.45153E-05,0.000332265,2.85225E-05,1.80008E-05,2.57931E-05,0.06208706,0.002848094,5.86541E-05,0.002549696,0.00389899,1.93493E-05,0.00015782,0.016320823,6.61915E-05,0.035147337,0.000484137,3.12412E-05,0.000316335,9.09673E-05,0.003163001,0.001551975,0.000703433,0.001730021,0.006780745,1.26294E-05,0.016973736,0.006489511,3.20536E-05,0.026886826,0.013876851,0.000686079,8.61246E-05,3.37479E-05,3.62077E-05,0.025931342,0.002962895,4.96662E-06,1.34256E-06,0.000641471,4.80336E-05,0.00060133,0.00049209,1.9072E-05,1.34476E-05,0.007499413,0.000474682,0.002560234,0.001236861,0.000107641,6.618E-06,0.084417485,0.000136281,0.001459335,0.163184402,0.007468959,0.008652724,8.89678E-05,0.003682209,5.02854E-05,0.000201065,2.73566E-05,4.30671E-05,0.000778973,6.43403E-05,7.52761E-05,0.003089325,5.55795E-05,0.116859107,0.000139597,0.106871374,0.000214948,0.000226481,1.718E-05,0.000436087,0.00084593,0.000212799,6.53102E-05,1.44082E-05,9.54679E-05,0.000828455,0.000445279,0.077833031,0.036197172,3.79366E-05,0.025276423,0.054361184,7.76726E-06,8.53361E-06,4.05367E-05,9.29079E-05,8.6228E-05,4.99702E-05,4.37866E-05,0.000160506,0.001801969,0.000416106,9.69919E-05,0.000187464,1.37945E-05,1.05337E-05,5.59216E-05,1.71751E-05,0.000647656,8.39534E-05,1.88344E-06,0.001073737,0.006634567,5.22197E-05,0.000141608,9.61464E-05,6.23604E-05,0.000379767,6.90859E-05,0.000193604,0.001401964,0.000293234,0.00014649,0.000621035,1.92069E-05,0.00061073,0.027896149,9.83664E-05,0.000124183,0.000198531,0.000126966,2.93524E-05,2.06346E-05,0.000290904,0.000154072,1.20716E-05,0.000184435,1.26886E-05,0.00073162,0.004526304,0.000366648,0.000677643,0.000217011,0.00023629,0.000210461,5.58129E-05,9.15742E-05,0.000894461,0
0.000707333,0.005198658,0.000771846,0.000406227,4.12273E-05,0.001610292,0.000305871,2.21176E-05,1.48382E-05,4.55634E-05,0.045995607,0.001765007,5.3895E-05,0.002261104,0.004899377,3.03878E-05,0.000137825,0.018686073,4.29852E-05,0.042852235,0.000186249,9.22187E-06,0.000126159,3.2981E-05,0.00416755,0.001309442,0.000828392,0.000863051,0.003433101,9.48366E-06,0.012857684,0.004889121,4.14976E-05,0.028946308,0.0117401,0.000747866,8.96489E-05,3.61702E-05,1.6337E-05,0.028803374,0.003193625,1.20631E-05,1.4612E-05,0.00011923,2.428E-05,0.000304751,0.000255899,1.43298E-05,1.10846E-05,0.005453908,0.000333317,0.003100665,0.001231531,0.001742332,1.13235E-05,0.10193038,8.98593E-05,0.001220766,0.167013838,0.008525137,0.010484574,6.8639E-05,0.002931654,4.66165E-05,0.000184396,2.26603E-05,3.41183E-05,0.001828507,1.19263E-05,7.52419E-05,0.002618101,5.79718E-05,0.116878495,0.00014524,0.093601228,0.000231624,0.000231409,2.43557E-05,0.000485535,0.000764822,0.00010068,9.86544E-05,1.74254E-05,5.09984E-05,0.001140697,0.000793861,0.088442876,0.044745704,2.8165E-05,0.021879349,0.056543821,9.6114E-06,1.04358E-05,2.09771E-05,7.95898E-05,8.67664E-05,2.08375E-05,3.06636E-05,0.000132171,0.001921332,0.00023652,0.000137888,0.000109357,4.7202E-06,4.44653E-05,1.82606E-05,1.32596E-05,0.000197409,4.04437E-05,7.54285E-06,0.000803496,0.003516571,3.46145E-05,0.000107991,8.49714E-05,4.88676E-05,0.000408328,8.14901E-05,0.000117421,0.001190153,0.000154717,6.33436E-05,0.000120243,1.75099E-05,0.000447162,0.018168004,0.000106933,7.96819E-05,0.000168722,0.000124458,2.89967E-05,6.81227E-05,0.000222593,0.000128032,8.22603E-06,0.000186384,1.36466E-05,0.000539095,0.003452087,9.55104E-05,0.000662544,0.000243808,0.000261668,0.00033569,6.01125E-05,9.46551E-05,0.000477419,0
0.000801568,0.004139652,0.000218019,0.00019298,6.19492E-05,2.67744E-05,0.000197666,2.90783E-05,1.4243E-05,3.3861E-05,0.050096235,0.002449838,5.90379E-05,0.002707078,0.004637458,3.68866E-05,0.000167936,0.037223411,6.31786E-05,0.035483527,0.000566143,3.01238E-05,0.000313595,6.40944E-05,0.004856699,0.002760077,0.000774566,0.002263876,0.010702513,2.16775E-05,0.016591292,0.005251129,2.5414E-05,0.014401844,0.017490541,0.00073899,1.36588E-05,4.16848E-05,1.62304E-05,0.028067789,0.004922884,1.92084E-05,9.19725E-06,0.000209377,4.72714E-05,0.000148415,0.000504244,0.000148622,1.97702E-05,0.009473555,0.000498531,0.003622794,0.001578856,0.001010498,1.80179E-05,0.07149868,0.000116011,0.001623343,0.142188731,0.006676718,0.008969384,5.12177E-05,0.004050302,6.64373E-05,0.000160711,2.45592E-05,3.11565E-05,0.000425511,0.000283341,6.08506E-05,0.003184289,6.08563E-05,0.131366675,0.000230176,0.098658697,0.000207495,0.000258256,7.75042E-06,0.000467286,0.000885871,9.43365E-05,0.00013102,1.02039E-05,8.27426E-05,0.000199938,0.000576339,0.102852019,0.034037142,1.59699E-05,0.020169823,0.049760987,1.37092E-05,1.2822E-05,2.8365E-05,0.000111047,0.000101351,2.63441E-05,2.66568E-05,0.000241649,0.002319039,0.000321557,0.000142814,0.000284203,9.82137E-06,4.34096E-05,1.44445E-05,2.25377E-05,0.000287049,8.96409E-05,1.25631E-05,0.00101123,0.007688777,6.17926E-05,0.00023816,6.51267E-05,5.67255E-05,0.000404269,7.42564E-05,0.000100645,0.001887921,0.000181548,0.000220649,0.00027134,2.29836E-05,0.000627734,0.029348201,0.000117921,0.000119808,0.000200348,0.00012386,5.58364E-05,3.3372E-05,0.000290692,0.000149823,7.33676E-06,0.000200228,8.61031E-06,0.000750556,0.003506565,9.2565E-05,0.00054929,0.000236046,0.000313088,0.000184163,7.99783E-05,0.000127674,0.001133475,0
0.000759155,0.005608426,0.000258148,0.000257731,0.000134544,8.1923E-05,0.000303865,3.39479E-05,1.29074E-05,1.81104E-05,0.056677468,0.002550291,5.699E-05,0.002343499,0.001968427,3.20728E-05,0.000165966,0.024167233,4.62351E-05,0.034806186,0.000559207,1.05718E-05,0.000241463,4.35514E-05,0.003053086,0.00139977,0.000714213,0.001196282,0.006419969,1.52044E-05,0.016496314,0.00728726,3.99719E-05,0.010189373,0.017744254,0.000622003,5.07229E-05,3.79223E-05,1.48729E-05,0.026017709,0.002683509,3.1615E-06,5.17407E-06,0.000181166,5.85276E-05,0.0012307,0.000469786,3.78332E-05,1.76831E-05,0.00735313,0.000314985,0.003286054,0.001794472,0.000127338,6.87834E-06,0.076176277,0.000139431,0.001770203,0.16117931,0.007260179,0.008299065,8.32397E-05,0.004328421,5.04454E-05,0.000184741,7.83575E-06,4.29003E-05,0.000799881,3.1693E-05,8.16387E-05,0.003153018,8.20174E-05,0.120685649,0.000140575,0.122269364,0.000226203,0.00024995,3.28315E-05,0.00070216,0.000949127,3.83857E-05,5.12768E-05,2.67521E-05,9.18799E-05,0.000769233,0.000528122,0.086492266,0.034704056,2.54838E-05,0.023870596,0.05731597,6.25202E-06,2.45076E-06,3.26038E-05,0.000209279,8.5955E-05,6.18449E-05,4.02256E-05,0.000228119,0.002965555,0.000364075,0.000148243,0.000246121,9.62683E-06,4.19172E-06,9.63999E-05,1.94104E-05,0.000270859,0.000142655,8.56466E-07,0.000901319,0.004380877,7.43241E-05,0.000168999,8.08113E-05,7.67924E-05,0.000427021,7.27134E-05,0.000219352,0.001162858,0.000245908,0.00013168,0.000304251,1.77026E-05,0.000695669,0.024888133,0.000100081,0.00012638,0.000212935,0.000131264,3.88043E-05,1.52062E-05,0.000433453,0.000180179,1.03587E-05,0.000215757,1.92579E-05,0.000677065,0.003680853,0.000184194,0.00049544,0.000148651,0.000281027,0.000292987,6.09737E-05,0.000130194,0.000934388,0
0.000844973,0.005155265,0.000847434,0.000395486,3.5242E-05,2.73741E-05,0.000311836,3.43269E-05,2.34475E-05,5.26316E-05,0.065883451,0.001800207,4.09656E-05,0.003043446,0.002243118,2.09564E-05,0.000111687,0.014049434,5.73824E-05,0.039003483,0.000192374,2.72656E-05,0.000308354,5.03452E-05,0.004956986,0.001803405,0.000802948,0.001365085,0.004491583,1.71374E-05,0.01275013,0.004136025,1.68585E-05,0.028749139,0.013722879,0.000865404,9.62846E-06,4.3158E-05,2.79743E-05,0.023355014,0.002087563,3.44302E-06,3.72946E-06,0.00017072,3.39975E-05,0.000431315,0.000580105,2.35017E-05,1.60191E-05,0.007715696,0.000548162,0.00294047,0.001350425,0.002508813,1.66685E-05,0.091706825,0.000208267,0.001812837,0.168654026,0.007605732,0.009317116,9.5387E-05,0.003148803,5.78778E-05,0.000211659,1.43457E-05,3.6129E-05,0.001722854,5.05203E-05,7.6347E-05,0.002728565,9.55543E-05,0.116524689,0.000136432,0.07665624,0.000234607,0.000362345,6.61791E-05,0.000529843,0.000851616,1.90924E-05,6.51011E-05,1.57577E-05,9.35719E-05,0.00094807,0.000638605,0.088948717,0.039631909,3.76544E-05,0.022121282,0.056503828,1.38811E-05,8.9935E-06,2.51074E-05,9.55637E-05,9.78541E-05,2.64457E-05,2.77005E-05,0.000303637,0.003123224,0.000449024,0.000189231,0.000252956,9.54138E-06,4.70713E-05,4.65775E-05,2.44278E-05,0.000271712,0.000230011,9.57697E-07,0.001285176,0.010134265,3.44625E-05,0.000132806,8.27497E-05,6.78919E-05,0.000512694,7.42962E-05,0.000134779,0.001478171,0.00013164,0.000109263,0.000246042,1.47791E-05,0.00312814,0.026184057,0.000327021,8.47535E-05,0.000209545,0.000339564,4.99113E-05,3.19244E-05,0.000249603,0.000144584,1.05509E-05,0.00021936,1.02257E-05,0.000622195,0.003155344,0.000132091,0.000639109,0.00050647,0.000285681,0.000314818,0.000118996,0.000156589,0.001363681,0
0.000884239,0.003847139,0.000385208,0.000272577,0.000171262,3.90249E-05,0.000298297,5.14603E-05,1.71296E-05,2.71931E-05,0.047187048,0.001799301,6.93426E-05,0.002408704,0.00416962,4.00926E-05,0.000105684,0.024883393,5.80471E-05,0.03416233,0.000408015,2.95218E-05,0.000209719,0.000110048,0.003581524,0.001122262,0.000718957,0.001296965,0.005481048,1.38957E-05,0.015727916,0.006886042,3.67717E-05,0.034184622,0.01240984,0.000724947,2.33168E-05,4.6453E-05,2.45715E-05,0.026826978,0.005025833,7.33664E-05,1.29004E-05,0.000717805,4.01564E-05,0.000332741,0.000370347,2.71752E-05,1.97922E-05,0.007099745,0.000761327,0.002666924,0.000685563,0.000149875,1.59212E-05,0.085422053,0.00016878,0.002804766,0.159602923,0.007217959,0.008098281,9.85694E-05,0.003900004,7.05171E-05,0.00022047,1.43163E-05,4.47279E-05,0.001080213,3.21656E-05,6.01914E-05,0.002833632,0.000117372,0.122299334,0.000247828,0.068319023,0.000240039,0.000243491,1.48829E-05,0.000379005,0.000836814,0.00016867,6.60965E-05,1.61912E-05,6.23616E-05,0.002145537,0.00071005,0.113619172,0.039005003,2.32103E-05,0.023562268,0.053442937,1.05236E-05,7.40993E-06,2.68511E-05,9.24772E-05,0.000107247,7.48054E-05,6.85466E-05,0.000123015,0.00178272,0.000204898,0.000130855,9.59904E-05,8.38742E-06,7.70492E-06,2.87869E-05,1.73705E-05,0.001062672,7.53192E-05,7.39669E-06,0.001029953,0.007935077,6.05625E-05,0.000141446,9.30317E-05,6.86842E-05,0.000629211,7.74296E-05,0.000194568,0.0012329,0.000197082,0.000117794,0.000591348,3.46855E-05,0.001041601,0.026283621,9.39702E-05,0.000150917,0.000236428,0.000101915,2.94924E-05,1.8083E-05,0.000307047,0.000174312,1.05858E-05,0.000221376,1.27372E-05,0.000616081,0.005154294,0.000271318,0.000668607,0.000227469,0.000399425,0.000417917,7.89219E-05,0.000115503,0.001102791,0
0.000698452,0.005816887,0.001007888,0.000324016,5.16731E-05,6.8787E-05,0.000293724,3.27628E-05,1.65602E-05,3.78081E-05,0.029342749,0.002257187,4.67329E-05,0.002976799,0.0039885,3.32432E-05,0.000171326,0.028513256,4.23676E-05,0.025264491,0.000203796,1.07782E-05,0.000155605,3.3833E-05,0.001780804,0.00057727,0.000493997,0.000480512,0.002286982,1.64989E-05,0.015598227,0.005407874,3.4135E-05,0.013074276,0.019203138,0.000891557,2.20283E-05,0.000105713,2.58417E-05,0.025089333,0.00513988,1.07265E-05,3.02549E-06,0.000242957,3.66392E-05,0.000516615,0.000494318,6.40151E-05,2.38172E-05,0.009491223,0.000394568,0.00315031,0.002309091,0.000781353,7.84095E-06,0.089919252,0.000122499,0.001654347,0.169707457,0.008797288,0.008889742,0.000114974,0.003842923,5.9145E-05,0.000221985,8.07604E-06,3.67913E-05,0.00101758,1.70914E-05,0.000104151,0.003080674,0.000101442,0.120491786,0.00020757,0.108332763,0.000206782,0.000238874,3.52974E-05,0.000585121,0.000895773,0.000103214,6.56674E-05,1.91611E-05,6.7905E-05,0.000724824,0.000532416,0.099366317,0.034526134,2.59672E-05,0.023677304,0.059131168,5.7184E-05,5.42933E-06,2.18859E-05,0.000139517,0.000108161,3.69051E-05,4.59032E-05,0.000230975,0.002788439,0.000334222,0.000160235,0.000212986,8.87793E-06,1.25823E-05,2.53406E-05,1.51432E-05,0.000325365,0.000154452,2.75312E-05,0.001462693,0.004777917,3.76307E-05,0.000125311,7.07178E-05,8.05779E-05,0.000573345,7.04771E-05,0.000135539,0.00114823,0.000357598,0.000129051,0.000273018,1.70563E-05,0.000829697,0.02743684,0.000121792,9.01863E-05,0.000213774,0.000229719,6.35694E-05,2.35534E-05,0.000299474,0.000144674,9.18935E-06,0.000247885,1.20715E-05,0.00056937,0.003745524,0.000156402,0.000435664,0.003788539,0.000302124,0.000222591,6.17772E-05,0.000159425,0.000792609,0
